borrower_id,age,business_type,years_in_operation,region,annual_revenue,ebitda_margin,cashflow_stability,bank_balance_avg,dti_ratio,dscr,loan_amount,tenure_months,interest_rate,past_delinquencies,dpd_last_6m,repayment_consistency,monthly_inflow,monthly_outflow,default
9700,21,Healthcare,9,East,32.86,17.73,0.57,1.43,0.55,0.92,2.0,60,10.0,0,2,0.94,8.46,11.64,0
9701,32,Healthcare,7,Central,86.34,29.7,0.62,5.39,0.6,1.2,2.5,36,12.54,0,0,0.81,12.64,6.91,0
9702,39,Retail,8,West,33.21,14.86,0.77,1.86,0.28,2.41,2.2,24,21.01,0,5,0.53,1.0,10.03,0
9703,40,Manufacturing,6,South,44.08,13.52,0.78,3.04,0.21,1.92,3.19,48,11.41,1,12,0.6,9.44,11.69,0
9704,35,Services,6,West,38.68,13.9,0.71,3.47,0.27,2.08,5.0,12,13.87,0,3,0.69,17.76,4.01,0
9705,40,Retail,2,West,5.0,13.99,0.91,1.25,0.42,1.01,23.53,36,15.47,0,18,0.82,1.0,1.0,0
9706,26,Trading,6,Central,5.0,10.23,0.72,4.48,0.43,2.27,11.13,24,16.35,0,0,0.93,7.85,1.0,1
9707,50,Services,3,South,109.23,4.23,0.84,6.54,0.12,1.88,21.54,24,14.66,0,2,1.0,2.01,2.15,0
9708,44,Construction,8,East,27.18,16.68,0.42,4.46,0.54,1.24,8.77,60,17.09,0,5,0.24,9.59,10.63,0
9709,21,Services,6,South,72.44,10.34,0.78,0.58,0.53,1.16,19.92,36,14.93,0,7,0.97,4.69,8.42,0
9710,24,Construction,3,East,128.94,10.45,1.0,3.61,0.48,0.98,11.61,48,17.19,0,12,0.71,14.02,4.75,1
9711,24,Retail,7,East,37.57,15.97,0.74,5.62,0.26,1.77,5.75,36,13.04,0,9,0.87,10.92,12.39,0
9712,41,Manufacturing,8,East,63.82,10.19,0.69,1.77,0.75,1.31,24.32,24,19.02,0,8,0.81,12.97,1.0,0
9713,22,Healthcare,2,West,58.67,20.03,0.74,3.44,0.35,1.53,2.0,36,15.22,1,0,0.94,10.9,4.04,1
9714,31,Services,4,West,60.03,4.6,0.72,1.31,0.24,1.73,10.69,60,17.85,0,0,0.64,1.0,7.84,0
9715,39,Manufacturing,2,East,64.67,12.48,0.54,1.72,0.66,2.76,2.0,24,14.16,0,0,0.53,5.02,1.0,1
9716,34,Manufacturing,4,West,14.01,6.03,0.75,2.41,0.43,1.38,12.95,48,10.93,0,2,0.59,17.2,3.8,0
9717,37,Healthcare,9,South,6.62,6.13,0.63,3.38,0.05,1.4,2.0,36,17.58,2,19,0.64,4.76,7.8,1
9718,24,Services,5,Central,48.97,9.28,0.68,5.57,0.47,2.51,15.64,36,12.31,2,3,0.74,2.16,13.95,1
9719,40,Services,6,North,92.0,15.29,0.6,2.42,0.3,2.1,17.07,36,16.03,0,9,0.9,1.0,10.85,0
9720,28,Manufacturing,3,West,77.59,15.1,0.81,2.49,0.16,1.47,12.7,48,14.47,1,0,0.89,3.57,9.59,0
9721,31,Trading,7,South,7.52,18.26,0.5,5.39,0.37,1.44,7.26,36,12.9,0,7,0.95,12.03,1.0,1
9722,37,Trading,4,South,67.26,4.11,0.64,2.48,0.26,2.02,11.91,36,10.16,0,0,0.83,10.99,7.44,0
9723,36,Services,7,West,57.58,8.98,0.87,4.52,0.26,0.79,12.26,36,14.24,1,0,0.82,5.64,13.43,0
9724,35,Manufacturing,7,West,54.15,11.3,0.86,1.07,0.49,1.55,9.99,12,15.72,0,8,0.73,2.93,8.29,1
9725,27,Manufacturing,1,North,53.67,22.87,0.67,2.96,0.66,1.77,14.08,36,14.08,1,2,0.87,5.82,11.85,1
9726,32,Retail,2,North,59.24,1.66,0.43,5.98,0.09,0.31,16.44,24,14.49,0,2,0.66,12.62,10.61,1
9727,35,Manufacturing,3,North,49.1,13.41,0.92,0.1,0.67,2.15,19.36,12,19.23,0,18,1.0,11.82,13.97,0
9728,21,Healthcare,10,East,32.07,11.37,0.66,2.86,0.42,1.23,10.06,24,18.51,0,12,0.85,1.0,3.0,0
9729,30,Trading,9,North,43.3,1.0,0.63,0.58,0.79,1.06,19.22,36,15.02,1,14,0.99,4.18,6.31,1
9730,38,Retail,5,Central,5.0,17.56,0.73,4.02,0.64,1.04,12.0,48,15.86,0,9,0.96,9.97,1.8,0
9731,22,Healthcare,13,South,65.68,6.94,0.73,4.23,0.06,1.8,5.64,24,14.26,0,13,0.9,7.43,9.09,0
9732,46,Trading,1,Central,64.95,19.48,0.67,0.1,0.51,0.97,14.32,36,11.68,0,1,0.56,2.84,8.58,1
9733,47,Healthcare,4,West,99.72,7.0,0.71,2.43,0.58,0.88,9.73,36,11.63,0,2,0.56,20.18,5.07,0
9734,22,Construction,8,North,68.37,9.12,0.75,0.1,0.28,1.44,2.0,36,19.81,0,0,0.93,10.1,23.21,0
9735,48,Services,5,South,44.26,19.34,0.51,3.24,0.64,0.8,16.25,36,11.02,0,0,0.65,6.77,14.49,1
9736,33,Construction,2,East,64.6,7.98,0.61,4.13,0.59,1.71,15.54,12,17.43,0,12,0.88,10.97,2.88,0
9737,39,Services,6,Central,40.45,15.42,0.81,4.66,0.4,1.1,23.26,48,14.05,0,0,0.72,5.58,1.0,1
9738,30,Trading,13,Central,29.87,1.04,0.9,5.06,0.44,0.97,13.54,24,13.49,0,8,1.0,7.13,5.33,0
9739,44,Trading,2,North,5.0,13.4,0.85,4.13,0.4,1.79,12.53,36,13.27,0,1,0.52,1.0,3.5,0
9740,39,Construction,2,South,61.64,14.96,0.61,1.08,0.53,1.28,12.05,12,13.76,1,12,0.87,3.92,9.92,0
9741,26,Healthcare,1,North,64.96,18.43,0.82,3.93,0.68,0.75,2.38,60,18.69,0,0,0.51,3.7,8.7,0
9742,23,Services,3,North,88.85,13.08,0.59,4.31,0.38,1.42,10.01,48,12.09,0,7,0.68,12.88,12.83,1
9743,21,Services,8,South,93.35,5.66,0.63,3.88,0.53,1.36,4.29,36,18.57,0,3,0.92,9.04,7.45,1
9744,36,Retail,9,West,60.41,8.45,0.55,1.28,0.6,1.58,13.39,12,13.6,0,12,0.5,2.98,8.11,0
9745,40,Manufacturing,1,West,12.62,1.93,0.66,4.27,0.85,1.32,14.08,48,16.81,0,6,1.0,9.61,1.0,0
9746,41,Healthcare,6,West,13.95,8.41,0.62,7.42,0.28,1.68,5.98,36,16.96,0,0,0.67,11.85,13.79,1
9747,33,Healthcare,7,South,56.65,11.51,0.87,7.04,0.17,1.52,2.0,60,18.53,0,9,0.57,10.14,14.55,0
9748,23,Retail,2,South,76.92,13.88,0.52,5.42,0.39,1.05,6.99,48,19.64,1,8,0.89,7.34,12.17,1
9749,28,Trading,7,North,78.76,4.61,0.8,1.94,0.66,1.48,17.92,60,13.75,0,8,0.68,7.24,9.69,0
9750,46,Construction,6,East,36.98,17.21,0.94,0.97,0.12,1.57,6.07,36,13.26,0,0,0.88,6.96,8.74,0
9751,30,Healthcare,8,Central,5.0,11.29,0.66,1.56,0.53,1.37,3.27,48,10.0,1,1,0.72,16.94,2.06,0
9752,36,Services,0,South,13.81,17.29,0.93,3.38,0.28,1.4,2.0,36,10.0,0,6,0.74,8.22,18.36,0
9753,24,Retail,5,North,5.0,22.4,0.48,5.01,0.34,2.1,13.5,60,10.86,1,7,0.55,3.83,9.82,0
9754,38,Construction,7,North,60.06,8.24,0.9,4.72,0.43,1.48,2.0,12,16.69,0,5,0.95,11.77,5.52,1
9755,30,Construction,8,West,42.11,12.61,0.53,2.11,0.46,1.41,4.84,24,13.25,0,12,0.85,16.14,5.02,0
9756,45,Healthcare,7,South,41.04,6.67,0.71,1.54,0.18,1.55,16.81,12,13.86,0,3,1.0,12.36,3.89,0
9757,42,Manufacturing,1,North,64.33,8.76,0.51,1.58,0.24,0.96,7.83,36,17.73,0,11,0.84,8.85,7.09,1
9758,30,Services,9,South,39.21,9.35,0.77,1.68,0.46,1.63,15.66,48,17.49,0,9,0.87,1.0,1.23,0
9759,33,Construction,7,West,107.71,10.27,1.0,5.64,0.69,1.56,11.2,36,15.7,0,0,0.88,11.56,10.7,0
9760,29,Services,5,North,44.28,11.45,0.63,1.62,0.78,0.98,6.04,48,10.0,1,10,0.52,1.02,6.7,1
9761,21,Healthcare,5,West,5.0,18.64,0.48,4.78,0.71,1.64,5.15,36,14.09,0,0,0.7,12.84,5.16,1
9762,26,Retail,10,West,5.0,5.8,0.64,0.1,0.2,1.09,7.57,12,15.61,1,14,0.99,2.15,13.84,1
9763,36,Construction,7,East,66.01,11.54,0.84,3.57,0.39,0.92,4.87,48,15.3,0,0,0.47,8.51,2.55,0
9764,38,Healthcare,5,South,69.03,16.04,0.76,1.13,0.4,2.13,11.14,36,15.32,0,18,0.48,12.48,6.39,1
9765,36,Construction,2,North,68.46,19.33,1.0,0.1,0.65,0.84,13.13,36,16.08,0,2,0.77,6.68,3.52,0
9766,31,Retail,4,East,10.66,4.15,0.7,0.1,0.7,2.14,9.66,24,10.0,0,2,0.68,1.0,1.0,0
9767,44,Services,2,North,23.45,16.0,0.91,2.68,0.51,2.17,2.0,60,16.07,0,0,0.31,1.0,2.21,1
9768,35,Services,0,North,100.26,7.66,0.43,4.49,0.67,1.97,24.61,24,21.53,0,0,0.69,15.16,6.97,1
9769,42,Construction,5,South,44.46,14.06,0.95,4.45,1.08,1.51,10.56,48,12.79,0,0,0.68,13.68,11.97,1
9770,21,Healthcare,0,East,31.42,11.63,0.7,5.98,0.7,2.32,8.1,24,14.82,0,10,0.79,6.27,4.69,0
9771,21,Retail,3,South,91.55,13.16,0.69,1.57,0.38,2.09,17.38,36,10.74,0,11,0.39,10.05,4.95,0
9772,37,Trading,4,West,19.12,15.04,0.46,3.43,0.22,0.64,4.18,36,17.89,1,5,0.59,9.14,5.63,1
9773,21,Services,0,North,37.53,6.87,0.61,5.37,0.39,1.05,9.56,60,13.47,0,2,0.8,7.79,2.92,0
9774,32,Trading,8,North,87.13,14.02,0.66,5.77,0.98,1.38,11.08,36,16.55,0,0,0.92,5.81,9.82,1
9775,31,Construction,4,West,89.76,16.2,0.78,4.69,0.11,0.3,15.16,24,17.41,0,5,0.79,4.42,1.0,0
9776,50,Trading,0,West,90.56,9.46,0.68,5.31,0.34,1.31,16.48,24,13.82,0,10,0.69,10.8,15.15,0
9777,38,Healthcare,7,North,72.18,5.74,1.0,3.27,0.74,2.04,15.02,36,18.39,0,0,0.5,10.57,5.71,0
9778,36,Healthcare,10,South,110.5,1.0,0.41,2.79,0.23,1.54,14.02,48,12.99,1,0,0.6,3.95,5.5,0
9779,43,Trading,5,West,78.25,10.48,0.78,0.96,0.58,1.08,12.78,36,14.56,0,20,1.0,12.78,11.7,0
9780,38,Healthcare,6,South,59.93,19.07,0.31,1.22,0.63,1.38,3.63,12,12.41,1,3,0.92,17.31,8.24,0
9781,30,Services,5,South,50.35,9.61,0.69,3.5,0.05,1.63,2.0,12,22.14,0,7,0.67,7.97,12.01,0
9782,45,Construction,6,East,40.9,13.04,0.77,0.1,0.23,1.87,12.19,36,15.15,0,23,0.85,10.16,3.71,0
9783,23,Trading,3,West,12.8,13.55,0.66,5.37,0.24,1.47,3.78,12,12.64,0,0,1.0,1.0,6.08,0
9784,38,Services,2,South,5.0,20.59,0.91,3.18,0.56,1.45,5.69,36,16.22,0,19,1.0,12.36,4.39,0
9785,21,Trading,1,South,78.6,1.0,0.81,5.89,0.44,1.8,5.27,24,13.37,0,11,0.7,11.71,10.78,0
9786,37,Services,5,South,47.0,17.66,0.76,2.38,0.44,1.37,10.48,12,14.4,1,9,0.74,11.07,2.16,0
9787,36,Healthcare,6,East,24.28,12.13,0.75,2.53,0.36,1.23,11.71,60,14.91,0,17,0.4,14.11,4.73,0
9788,51,Healthcare,6,East,110.94,17.56,0.6,1.69,0.27,1.27,7.58,48,17.12,1,0,0.83,7.89,4.96,0
9789,21,Construction,3,North,85.89,16.48,0.66,1.22,0.72,0.56,10.39,36,17.66,0,11,0.81,8.34,14.93,1
9790,28,Healthcare,4,East,45.29,8.69,1.0,2.8,0.92,1.3,3.61,24,13.66,0,11,0.65,9.85,13.71,0
9791,43,Retail,4,Central,67.08,20.78,0.66,4.3,0.49,1.93,9.31,24,12.58,0,8,0.83,9.86,1.17,1
9792,38,Services,3,Central,49.19,22.43,0.54,2.32,0.36,1.66,10.71,24,21.22,0,8,0.8,2.54,3.25,0
9793,36,Services,0,Central,39.08,19.1,0.93,3.86,0.31,2.21,13.45,12,18.12,2,0,0.93,7.64,8.64,0
9794,25,Trading,4,East,87.48,24.12,0.85,1.08,0.12,1.95,2.0,36,15.81,0,12,0.82,6.61,3.46,0
9795,29,Construction,4,South,58.09,10.85,0.68,0.1,0.43,2.27,2.0,12,17.56,1,8,0.68,9.44,1.0,0
9796,47,Manufacturing,4,South,12.52,6.76,0.55,4.85,0.05,1.76,6.58,24,16.4,0,6,0.65,2.65,14.42,0
9797,34,Healthcare,3,East,60.89,16.31,0.91,6.08,0.53,1.48,5.06,24,19.17,0,5,0.56,1.0,11.47,0
9798,38,Manufacturing,5,North,69.03,13.85,0.65,4.17,0.36,1.21,2.0,48,10.79,0,20,0.78,11.54,10.49,0
9799,33,Retail,13,North,100.91,15.43,0.8,0.1,0.76,0.48,21.08,48,16.73,0,0,0.84,8.16,3.68,0
9800,23,Construction,7,South,58.71,8.61,0.85,2.57,0.52,1.44,18.99,48,14.61,1,0,0.49,7.52,11.29,0
9801,44,Services,3,West,51.75,23.06,0.69,1.61,0.24,0.74,11.5,36,13.56,0,13,1.0,6.25,1.0,1
9802,40,Manufacturing,4,North,65.42,13.11,0.84,3.12,0.63,1.28,5.97,48,17.67,0,0,0.48,10.92,14.49,0
9803,58,Retail,4,South,18.42,5.09,0.66,0.65,0.22,0.3,8.43,12,14.89,0,11,0.9,6.51,10.18,0
9804,24,Construction,5,West,131.7,13.05,0.6,5.3,0.46,1.59,10.41,36,14.82,0,0,0.73,3.82,6.22,1
9805,43,Retail,4,Central,108.94,15.48,0.46,2.36,0.32,1.16,2.0,48,16.15,0,1,0.76,9.69,9.07,0
9806,21,Healthcare,3,North,79.05,6.6,0.85,4.34,0.57,0.64,13.44,24,16.0,0,0,0.59,10.46,9.58,0
9807,36,Manufacturing,3,West,59.51,15.33,0.64,4.31,0.4,1.36,14.32,36,11.95,1,0,1.0,1.76,17.1,0
9808,44,Trading,6,South,8.68,12.83,0.72,2.57,0.26,1.61,14.29,36,13.94,1,6,0.7,13.01,1.0,0
9809,21,Trading,4,South,50.85,5.56,0.74,0.1,0.56,2.11,8.47,24,14.78,1,0,0.93,12.94,4.23,1
9810,32,Construction,6,North,64.96,8.02,0.73,5.95,0.54,1.68,21.3,12,15.4,1,0,0.62,4.26,14.56,0
9811,29,Retail,4,East,19.24,12.88,0.64,6.75,0.67,1.18,11.65,60,15.96,0,0,1.0,5.6,17.99,1
9812,27,Services,0,Central,33.64,12.29,0.63,1.79,0.44,1.5,12.67,36,13.37,0,0,0.8,7.2,1.0,0
9813,38,Manufacturing,1,West,35.45,1.27,0.71,0.48,0.5,1.3,15.23,36,15.46,2,4,1.0,6.7,6.45,0
9814,46,Trading,0,North,31.24,14.78,0.34,5.82,0.63,1.18,9.33,48,18.46,1,12,0.55,7.7,1.0,0
9815,33,Trading,5,East,100.57,13.26,0.36,2.59,0.7,0.98,5.42,36,19.52,1,8,0.52,11.1,14.79,0
9816,37,Retail,0,South,45.05,16.67,0.8,1.03,0.29,1.82,9.9,24,13.8,0,0,0.62,6.07,7.58,1
9817,36,Trading,3,South,90.51,15.07,0.93,0.61,0.37,1.47,19.37,36,14.52,0,6,0.9,9.6,17.35,0
9818,35,Retail,3,East,35.4,10.25,0.79,4.74,0.85,1.99,5.81,36,13.04,0,13,0.59,9.77,11.65,0
9819,24,Manufacturing,4,East,39.64,12.34,0.94,2.34,0.58,1.54,10.5,36,10.0,0,0,0.61,8.86,4.38,0
9820,46,Retail,7,East,51.39,26.56,0.81,4.58,0.56,2.03,3.38,36,16.12,0,13,0.88,1.0,8.71,0
9821,37,Trading,8,West,56.19,7.3,0.77,2.27,0.05,0.64,12.26,36,16.22,1,11,0.71,10.54,10.95,0
9822,38,Retail,2,East,18.45,9.93,0.51,0.29,0.19,1.32,9.06,12,13.99,0,4,0.9,6.2,9.63,1
9823,26,Trading,4,South,60.66,7.36,0.75,2.46,0.46,1.18,2.0,24,14.65,0,2,0.64,1.54,11.65,0
9824,30,Healthcare,3,South,16.65,4.99,0.59,0.1,0.65,0.87,8.74,36,18.77,0,3,0.87,1.0,1.38,0
9825,33,Construction,6,East,105.52,9.62,0.5,2.74,0.15,1.15,16.89,36,18.16,0,0,0.66,7.84,5.1,0
9826,21,Trading,4,North,34.02,10.82,0.79,1.3,0.25,1.08,16.25,12,10.91,1,0,1.0,11.04,2.24,0
9827,21,Trading,6,South,75.95,7.23,0.73,1.22,0.31,1.36,13.64,12,13.75,0,0,0.84,9.4,12.61,0
9828,28,Trading,1,East,33.17,27.33,0.74,4.95,0.48,1.29,11.24,60,13.68,0,0,0.59,7.03,1.11,1
9829,40,Construction,5,East,87.96,11.47,0.66,2.78,0.51,1.21,10.64,24,12.9,1,1,0.78,9.21,7.96,1
9830,28,Healthcare,0,North,35.78,6.2,0.95,0.1,0.64,1.2,13.77,48,16.62,0,0,0.74,14.02,14.76,1
9831,24,Services,2,North,48.39,17.29,0.81,2.55,0.29,1.52,5.98,36,14.91,2,0,0.8,15.95,7.39,1
9832,26,Trading,5,East,42.74,6.33,0.6,5.35,0.26,0.8,13.52,36,17.61,0,7,0.67,11.77,9.08,0
9833,30,Services,0,East,41.14,10.98,0.69,5.66,0.23,1.55,8.43,12,18.96,0,0,0.88,6.91,1.0,0
9834,31,Manufacturing,0,East,5.96,2.06,0.48,3.88,0.24,1.28,6.46,24,15.07,0,0,0.67,13.94,1.84,0
9835,56,Healthcare,1,West,28.2,16.03,0.52,1.4,0.29,1.42,2.0,36,13.58,2,17,1.0,2.5,8.13,0
9836,45,Retail,2,South,60.53,15.87,0.62,3.26,0.58,1.76,8.23,12,15.15,0,0,1.0,1.0,11.28,1
9837,45,Services,2,West,66.41,15.32,0.73,3.94,0.42,0.3,17.91,48,20.12,1,10,0.76,4.23,10.31,0
9838,46,Healthcare,3,North,15.88,16.42,0.71,6.6,0.32,0.44,2.0,60,12.52,1,1,0.93,8.41,11.05,0
9839,25,Manufacturing,5,South,30.38,10.28,0.69,1.11,0.4,1.42,16.39,36,18.18,1,0,0.9,8.77,11.41,1
9840,22,Healthcare,10,South,47.63,16.55,0.2,1.92,0.47,2.29,6.08,24,16.76,0,8,0.43,14.97,12.75,0
9841,23,Retail,3,South,52.44,25.01,0.51,2.98,0.54,1.09,14.79,12,11.41,0,5,0.91,11.85,5.11,0
9842,48,Trading,6,South,61.5,14.32,0.61,1.32,0.23,1.63,10.51,24,13.15,0,0,0.76,5.56,4.82,0
9843,29,Trading,8,North,81.26,12.09,0.8,2.38,0.42,0.95,7.89,60,15.32,1,11,0.68,1.0,12.62,1
9844,22,Trading,8,West,60.09,3.49,0.64,1.92,0.57,1.07,5.43,24,16.55,0,0,0.84,19.7,11.95,1
9845,30,Construction,2,North,19.86,13.68,0.71,5.56,0.66,1.28,19.71,12,14.35,2,6,0.73,1.0,10.43,1
9846,32,Construction,7,North,70.84,6.33,0.65,3.31,0.37,1.72,14.21,60,12.22,0,2,0.71,11.36,1.0,0
9847,37,Construction,8,West,79.45,12.05,0.93,3.38,0.4,1.32,12.55,36,10.0,1,5,0.69,1.0,4.78,0
9848,37,Construction,9,South,5.0,6.41,0.74,2.74,0.37,1.66,20.85,12,11.14,0,0,0.74,3.69,9.73,0
9849,26,Manufacturing,9,West,64.09,6.05,0.65,1.37,0.49,0.67,2.0,36,15.72,0,8,0.92,10.04,7.71,0
9850,41,Healthcare,1,West,89.48,11.41,0.92,5.4,0.68,0.84,8.82,36,18.95,1,0,0.73,13.83,4.44,1
9851,28,Manufacturing,5,East,30.55,23.24,0.62,3.93,0.14,1.18,11.37,36,18.96,1,0,0.45,7.89,7.03,1
9852,33,Trading,2,North,70.92,8.17,0.66,3.61,0.63,1.66,12.78,36,16.41,2,9,0.8,14.89,10.82,1
9853,41,Retail,1,West,29.0,5.9,0.48,5.11,0.7,1.14,14.72,24,14.45,2,7,0.79,11.98,13.81,1
9854,28,Construction,6,West,41.1,25.77,0.81,2.11,0.47,1.52,11.08,12,10.61,1,11,0.51,4.97,3.27,0
9855,29,Healthcare,5,West,23.57,8.81,0.7,6.24,0.44,1.4,14.14,60,15.94,0,0,0.69,6.39,5.31,0
9856,40,Retail,5,Central,68.69,11.03,0.78,2.28,0.49,1.48,13.21,36,10.0,0,0,0.68,1.0,5.19,0
9857,26,Manufacturing,3,West,72.96,11.34,0.91,5.07,0.37,1.34,10.81,24,10.43,0,17,0.48,2.5,11.57,1
9858,31,Construction,12,North,62.59,15.11,0.97,0.77,0.24,0.87,13.92,12,14.3,0,0,0.49,7.18,15.22,0
9859,40,Manufacturing,9,West,67.83,5.89,0.65,2.88,0.19,1.52,12.29,24,15.32,0,10,0.81,3.84,5.36,0
9860,55,Manufacturing,3,Central,71.73,10.63,0.73,5.13,0.18,1.13,6.29,36,18.07,0,15,0.98,13.5,1.0,0
9861,41,Services,4,Central,90.81,14.4,0.73,3.6,0.51,0.87,10.35,60,12.99,1,7,0.69,3.99,1.65,1
9862,39,Healthcare,6,Central,32.75,12.16,0.74,5.95,0.12,1.39,11.71,36,17.68,0,19,0.69,8.85,8.19,0
9863,40,Manufacturing,8,South,5.0,6.99,0.69,2.12,0.56,0.63,8.54,24,11.78,0,7,0.53,11.2,8.01,0
9864,24,Trading,6,North,37.73,5.37,0.88,4.17,0.47,1.8,15.72,48,18.63,1,0,0.94,11.43,5.32,0
9865,36,Manufacturing,5,North,37.98,15.11,0.64,0.74,0.71,1.48,14.19,36,16.05,2,0,0.83,15.13,9.05,1
9866,34,Construction,0,North,74.64,9.76,0.98,4.24,0.05,1.64,10.3,36,10.43,0,0,0.79,1.0,2.54,0
9867,38,Trading,10,South,5.0,19.87,0.64,2.83,0.49,0.88,13.93,12,12.69,0,0,0.84,5.83,1.0,0
9868,36,Manufacturing,3,East,58.09,11.4,0.59,0.58,0.27,1.26,6.27,36,10.13,0,16,0.9,2.85,10.43,0
9869,38,Trading,8,West,90.3,14.71,0.58,3.22,0.74,1.27,2.83,12,19.5,0,9,0.51,1.0,12.43,0
9870,31,Manufacturing,5,West,50.4,15.81,0.62,5.96,0.3,2.35,5.85,48,17.58,0,11,0.77,5.22,10.13,0
9871,35,Healthcare,8,North,67.08,14.62,0.7,2.9,0.25,1.78,2.84,24,16.81,1,4,0.67,5.76,1.0,0
9872,22,Trading,1,North,28.75,7.25,0.46,3.73,0.45,2.03,2.0,24,12.84,0,2,0.85,1.5,13.16,0
9873,31,Retail,3,East,71.61,17.13,0.43,3.27,0.31,2.11,2.0,24,17.32,2,0,0.63,3.42,10.81,0
9874,48,Services,4,West,47.31,16.63,0.58,3.03,0.48,1.77,7.75,48,11.14,0,11,0.86,5.8,3.09,1
9875,38,Trading,2,West,33.0,8.28,0.72,1.22,0.66,1.54,13.68,36,12.44,0,2,0.64,7.4,1.0,0
9876,34,Construction,3,South,51.74,9.26,0.73,3.92,0.29,1.36,16.13,48,10.39,0,7,0.83,4.92,4.29,0
9877,53,Services,8,North,75.19,13.35,0.66,1.28,0.65,1.47,9.2,24,17.89,1,18,0.66,1.0,10.6,0
9878,21,Services,6,South,46.71,15.48,0.72,6.7,0.49,1.54,5.63,24,22.16,0,7,0.7,4.87,7.35,0
9879,23,Manufacturing,9,South,45.02,9.56,0.65,1.05,0.59,1.48,15.73,48,17.48,1,0,0.78,12.32,9.95,0
9880,52,Trading,5,West,48.58,13.46,0.61,5.67,0.37,1.31,8.61,48,19.38,1,0,0.51,12.04,1.0,1
9881,35,Healthcare,4,South,58.12,8.0,0.81,0.1,0.54,0.99,20.13,36,10.0,0,10,0.9,5.22,11.27,0
9882,32,Services,1,Central,56.21,11.2,0.73,2.94,0.44,1.2,14.4,24,18.05,0,12,0.79,5.66,1.0,0
9883,23,Construction,8,West,55.86,11.13,0.76,2.0,0.55,1.96,2.88,24,13.29,0,7,0.92,9.11,1.83,1
9884,39,Healthcare,4,West,13.42,24.85,0.7,1.32,0.59,1.75,12.66,60,11.54,1,0,0.47,6.17,11.89,1
9885,40,Healthcare,5,South,45.61,17.44,0.73,4.36,0.5,1.45,4.63,24,18.3,2,0,0.9,16.54,4.83,0
9886,24,Construction,3,South,87.89,11.34,0.78,4.27,0.73,1.36,11.76,36,13.04,0,0,0.81,6.69,5.8,0
9887,33,Construction,13,West,67.33,12.76,0.99,0.32,0.16,1.63,3.5,24,14.07,0,0,0.5,7.68,1.0,0
9888,31,Manufacturing,5,Central,86.19,9.02,0.63,3.37,0.11,0.71,6.06,24,17.94,0,4,0.59,7.27,12.12,0
9889,37,Retail,2,South,62.41,10.44,0.61,3.62,0.49,1.25,18.65,24,17.4,1,0,0.69,8.49,4.36,0
9890,23,Trading,1,West,56.54,12.43,0.91,3.52,0.05,1.27,19.81,24,13.61,3,23,0.74,5.92,9.05,0
9891,47,Services,6,South,93.21,9.0,0.61,2.62,0.23,1.01,3.93,60,13.19,0,0,0.6,9.3,1.77,0
9892,44,Trading,2,East,36.74,14.49,0.7,1.22,0.74,1.03,7.72,48,15.63,1,0,1.0,7.69,14.54,1
9893,31,Healthcare,3,West,35.06,14.61,0.61,5.73,0.22,1.3,8.21,36,12.93,2,0,0.83,4.87,6.29,1
9894,32,Services,0,South,102.07,26.29,0.85,3.45,0.7,1.16,15.11,36,16.01,0,0,0.61,2.28,10.61,0
9895,33,Manufacturing,5,West,77.14,1.0,0.65,0.63,0.82,1.95,2.0,60,16.57,1,21,0.47,8.19,3.4,0
9896,27,Trading,5,Central,41.54,10.29,0.57,6.57,0.62,1.06,6.2,48,18.17,0,0,0.6,8.56,4.94,0
9897,30,Manufacturing,10,West,30.98,7.53,0.62,0.1,0.63,1.26,7.23,48,18.23,0,0,0.74,8.84,4.74,0
9898,32,Manufacturing,3,South,19.06,1.0,0.81,0.53,0.05,1.53,11.42,48,15.13,0,13,0.82,6.99,5.96,0
9899,51,Trading,0,South,40.45,14.2,0.7,3.6,0.45,1.06,15.16,60,17.91,2,0,0.69,3.71,10.72,0
9900,44,Trading,4,Central,77.68,10.98,0.7,2.21,0.38,1.82,13.09,36,11.99,1,1,0.75,7.54,10.16,0
9901,44,Services,8,West,5.0,16.3,0.77,3.36,0.34,0.97,23.48,36,15.65,2,10,1.0,8.46,8.44,0
9902,38,Healthcare,6,North,82.84,16.77,0.52,2.15,0.63,1.4,9.78,36,16.51,1,0,0.93,4.8,10.89,1
9903,23,Healthcare,8,South,71.24,6.56,0.77,2.47,0.62,1.11,7.78,48,17.57,0,14,0.63,15.08,10.21,0
9904,34,Construction,6,Central,19.03,9.52,0.91,0.73,0.3,1.33,2.0,12,14.61,1,0,0.97,5.61,8.29,0
9905,44,Manufacturing,3,West,51.76,19.87,0.84,3.47,0.25,1.1,6.35,48,10.0,0,19,0.51,8.07,1.67,0
9906,22,Healthcare,1,South,34.83,1.0,0.61,1.06,0.13,1.71,12.45,24,21.49,0,14,0.92,11.98,9.55,0
9907,41,Retail,2,South,22.89,9.37,0.65,3.45,0.59,1.06,20.0,48,13.11,0,7,0.98,1.0,4.4,0
9908,58,Services,3,Central,58.74,11.99,0.5,4.66,0.31,1.2,18.98,36,17.75,0,23,0.66,16.0,11.5,0
9909,45,Services,6,West,66.17,8.2,0.69,4.25,0.49,1.53,5.73,36,18.13,0,3,0.63,9.58,6.4,1
